Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
"Mountain Dew, Large",N/A,0g,133g,0g,133g,0g,160mg,0mg,510,0g,0g
"Mountain Dew, Medium",N/A,0g,95g,0g,95g,0g,115mg,0mg,360,0g,0g
"Mountain Dew, Small",N/A,0g,70g,0g,70g,0g,85mg,0mg,260,0g,0g
"Mug Root Beer, Large",N/A,0g,119g,0g,119g,0g,70mg,0mg,460,0g,0g
"Mug Root Beer, Medium",N/A,0g,85g,0g,85g,0g,50mg,0mg,330,0g,0g
"Mug Root Beer, Small",N/A,0g,63g,0g,63g,0g,35mg,0mg,240,0g,0g
"Pepsi, Large",N/A,0g,129g,0g,124g,0g,115mg,0mg,460,0g,0g
"Pepsi, Medium",N/A,0g,92g,0g,89g,0g,80mg,0mg,330,0g,0g
"Pepsi, Small",N/A,0g,67g,0g,65g,0g,60mg,0mg,240,0g,0g
"Sierra Mist, Large",N/A,0g,124g,0g,124g,0g,90mg,0mg,460,0g,0g
"Sierra Mist, Medium",N/A,0g,89g,0g,89g,0g,65mg,0mg,330,0g,0g
"Sierra Mist, Small",N/A,0g,65g,0g,65g,0g,50mg,0mg,240,0g,0g
"Sobe Lean, Large",N/A,0g,0g,0g,0g,0g,115mg,0mg,0,0g,0g
"Sobe Lean, Medium",N/A,0g,0g,0g,0g,0g,80mg,0mg,0,0g,0g
"Sobe Lean, Small",N/A,0g,0g,0g,0g,0g,60mg,0mg,0,0g,0g
"Tropicana Fruit Punch, Large",N/A,0g,138g,0g,138g,0g,115mg,0mg,510,0g,0g
"Tropicana Fruit Punch, Medium",N/A,0g,98g,0g,98g,0g,80mg,0mg,360,0g,0g
"Tropicana Fruit Punch, Small",N/A,0g,72g,0g,72g,0g,60mg,0mg,260,0g,0g
"Tropicana Lemonade, Large",N/A,0g,124g,0g,124g,0g,480mg,0mg,460,0g,0g
"Tropicana Lemonade, Medium",N/A,0g,89g,0g,89g,0g,350mg,0mg,330,0g,0g
"Tropicana Lemonade, Small",N/A,0g,65g,0g,65g,0g,260mg,0mg,240,0g,0g
"Tropicana Pink Lemonade, Large",N/A,0g,124g,0g,124g,0g,480mg,0mg,460,0g,0g
"Tropicana Pink Lemonade, Medium",N/A,0g,89g,0g,89g,0g,350mg,0mg,330,0g,0g
"Tropicana Pink Lemonade, Small",N/A,0g,65g,0g,65g,0g,260mg,0mg,240,0g,0g
"Diet Pepsi, Kids",N/A,0g,0g,0g,0g,0g,35mg,0mg,0,0g,0g
"Dr Pepper, Kids",N/A,0g,30g,0g,30g,0g,40mg,0mg,110,0g,0g
Kids Asian Chicken,N/A,8g,8g,25g,6g,2g,380mg,115mg,200,2g,0g
Kids Beijing Beef,N/A,20g,34g,10g,18g,1g,490mg,20mg,350,4g,0g
Kids Broccoli Beef,N/A,6g,10g,7g,5g,2g,400mg,10mg,110,1g,0g
Kids Brown Steamed Rice,N/A,3g,64g,7g,1g,3g,10mg,0mg,310,0.5g,0g
Kids Chow Fun,N/A,6g,53g,6g,4g,1g,810mg,0mg,300,0.5g,0g
Kids Chow Mein,N/A,12g,36g,7g,5g,2g,540mg,0mg,280,2g,0g
Kids Country Style Bean Curd,N/A,8g,9g,4g,5g,1g,600mg,0mg,120,1g,0g
Kids Crispy Shrimp,N/A,8g,17g,6g,1g,1g,520mg,40mg,170,1.5g,0g
Kids Eggplant Tofu,N/A,18g,17g,5g,13g,2g,390mg,0mg,250,2.5g,0g
Kids Fried Rice,N/A,10g,57g,7g,2g,0g,570mg,80mg,350,2g,0g
Kids Golden Treasure Shrimp,N/A,10g,20g,8g,8g,1g,250mg,60mg,210,1.5g,0g
Kids Grilled Asian Chicken,N/A,8g,5g,22g,5g,0g,320mg,110mg,180,2.5g,0g
Kids Grilled Teriyaki Chicken,N/A,8g,5g,22g,5g,0g,320mg,110mg,180,2.5g,0g
Kids Honey Sesame Chicken Breast,N/A,17g,30g,12g,14g,2g,360mg,30mg,320,3g,0g
Kids Honey Walnut Shrimp,N/A,13g,14g,7g,5g,1g,240mg,55mg,200,2g,0g
Kids Hot Szechuan Tofu,N/A,6g,7g,4g,4g,1g,430mg,0mg,100,0.5g,0g
Kids Kung Pao Chicken,N/A,14g,10g,11g,4g,2g,690mg,40mg,200,2.5g,0g
"Kids Mixed Vegetables, Side",N/A,0g,12g,3g,4g,4g,400mg,0mg,60,0g,0g
Kids Mixed Veggies Entree,N/A,0g,6g,2g,2g,2g,200mg,0mg,30,0g,0g
Kids Mushroom Chicken,N/A,7g,8g,9g,3g,1g,580mg,30mg,130,1.5g,0g
Kids Orange Chicken,N/A,17g,38g,19g,14g,1g,620mg,60mg,370,3.5g,0g
Kids Potato Chicken,N/A,8g,15g,6g,3g,0g,510mg,20mg,140,1.5g,0g
Kids Shanghai Angus Steak with String Beans,N/A,14g,13g,14g,8g,1g,590mg,30mg,230,3g,0g
Kids Steamed Ginger Fish,N/A,4g,3g,5g,2g,0g,660mg,15mg,70,1g,0g
Kids String Bean Chicken Breast,N/A,7g,10g,11g,3g,3g,440mg,25mg,140,1.5g,0g
Kids Sweet & Sour Chicken Breast,N/A,10g,35g,9g,21g,1g,220mg,20mg,270,2g,0g
Kids SweetFire Chicken Breast,N/A,12g,35g,10g,20g,1g,240mg,25mg,280,2g,0g
Kids Teriyaki Chicken,N/A,8g,8g,25g,6g,2g,380mg,115mg,200,2g,0g
Kids White Steamed Rice,N/A,0g,54g,5g,0g,0g,0mg,0mg,240,0g,0g
"Lipton Brisk Raspberry, Kids",N/A,0g,28g,0g,28g,0g,35mg,0mg,110,0g,0g
"Lipton No Calorie Brisk Peach, Kids",N/A,0g,0g,0g,0g,0g,90mg,0mg,0,0g,0g
"Mountain Dew, Kids",N/A,0g,38g,0g,38g,0g,45mg,0mg,140,0g,0g
"Mug Root Beer, Kids",N/A,0g,34g,0g,34g,0g,20mg,0mg,130,0g,0g
"Pepsi, Kids",N/A,0g,37g,0g,35g,0g,35mg,0mg,130,0g,0g
"Sierra Mist, Kids",N/A,0g,35g,0g,35g,0g,25mg,0mg,130,0g,0g
"Sobe Lean, Kids",N/A,0g,0g,0g,0g,0g,35mg,0mg,0,0g,0g
"Tropicana Fruit Punch, Kids",N/A,0g,39g,0g,39g,0g,35mg,0mg,140,0g,0g
"Tropicana Lemonade, Kids",N/A,0g,35g,0g,35g,0g,140mg,0mg,130,0g,0g
"Tropicana Pink Lemonade, Kids",N/A,0g,35g,0g,35g,0g,140mg,0mg,130,0g,0g
