Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price,Carbs Metric,Cholesterol Metric,Protein Metric,Fat Metric,Sodium Metric,Saturated Fat Metric
Salt Bagel,,1.5,58,10,3,2,2740,0,290,0.0,0.0,2.19,1.3333333333333335,0.0,1.3793103448275863,0.13434841021047916,7.873563218390806,0.0
Sesame Bagel,,3.0,58,10,3,2,410,0,300,0.0,0.0,1.05,1.288888888888889,0.0,1.3333333333333333,0.2597402597402597,1.138888888888889,0.0
Sprouted Grain Bagel Flat,,1.5,48,8,4,5,300,0,240,0.0,0.0,1.05,1.3333333333333335,0.0,1.3333333333333333,0.16233766233766234,1.0416666666666667,0.0
Whole Grain Bagel,,2.5,67,13,5,7,460,0,330,0.0,0.0,1.05,1.3535353535353536,0.0,1.5757575757575757,0.19677292404565133,1.1616161616161618,0.0
Apple Crunch Muffin,139.0,12.0,80,7,49,2,380,55,450,3.0,0.0,2.19,1.1851851851851853,0.8148148148148148,0.6222222222222222,0.6926406926406927,0.7037037037037037,0.6666666666666667
Bear Claw,128.0,31.0,59,9,29,3,350,75,550,15.0,0.0,2.69,0.7151515151515152,0.9090909090909091,0.6545454545454545,1.463990554899646,0.5303030303030303,2.727272727272727
Blueberry Muffin with Fresh Blueberries,128.0,18.0,69,6,40,1,380,60,460,3.0,0.0,2.39,1.0,0.8695652173913043,0.5217391304347826,1.0163749294184077,0.6884057971014493,0.6521739130434783
Candy Cookie,,19.0,58,5,30,1,260,70,420,11.0,0.5,1.99,0.9206349206349207,1.1111111111111112,0.47619047619047616,1.1750154607297465,0.5158730158730159,2.619047619047619
Cheese Pastry,110.0,23.0,43,8,15,1,340,65,410,15.0,0.5,2.69,0.6991869918699187,1.056910569105691,0.7804878048780488,1.4570795058599937,0.6910569105691057,3.6585365853658534
Cherry Pastry,137.0,22.0,58,7,28,1,360,60,460,14.0,0.5,2.69,0.8405797101449275,0.8695652173913043,0.6086956521739131,1.2422360248447206,0.6521739130434783,3.0434782608695654
Chocolate Chip Muffie,78.0,14.0,46,4,28,1,230,35,320,4.0,0.0,1.59,0.9583333333333333,0.7291666666666667,0.5,1.1363636363636362,0.5989583333333334,1.25
Chocolate Chipper Cookie,,19.0,51,4,30,2,290,50,380,11.0,0.0,1.99,0.8947368421052632,0.8771929824561403,0.42105263157894735,1.2987012987012987,0.6359649122807018,2.8947368421052633
Chocolate Pastry,99.0,24.0,46,7,17,2,250,50,420,15.0,0.0,2.69,0.7301587301587302,0.7936507936507936,0.6666666666666666,1.484230055658627,0.49603174603174605,3.571428571428571
Cinnamon Crunch Scone,,23.0,79,8,42,2,900,70,550,16.0,0.5,2.59,0.9575757575757576,0.8484848484848484,0.5818181818181818,1.0861865407319953,1.3636363636363638,2.909090909090909
Cinnamon Roll,170.0,25.0,100,13,47,3,660,95,670,12.0,0.0,2.79,0.9950248756218905,0.945273631840796,0.7761194029850746,0.9691800736576855,0.8208955223880597,1.791044776119403
Cobblestone,197.0,12.0,102,11,56,3,500,60,560,7.0,0.0,2.69,1.2142857142857142,0.7142857142857143,0.7857142857142857,0.5565862708719852,0.7440476190476191,1.25
Cranberry Orange Muffin,,19.0,71,6,40,2,400,65,480,3.0,0.0,2.19,0.9861111111111112,0.9027777777777778,0.5,1.028138528138528,0.6944444444444445,0.625
Double Fudge Brownie,,22.0,80,6,58,4,250,40,520,11.0,0.0,2.49,1.0256410256410258,0.5128205128205129,0.46153846153846156,1.098901098901099,0.40064102564102566,2.1153846153846154
French Croissant,71.0,18.0,32,6,7,1,260,60,310,11.0,0.0,2.99,0.6881720430107527,1.2903225806451613,0.7741935483870968,1.5081692501047341,0.6989247311827957,3.5483870967741935
Kitchen Sink Cookie,,44.0,97,8,54,3,770,90,800,28.0,1.0,2.49,0.8083333333333333,0.75,0.4,1.4285714285714286,0.8020833333333334,3.5000000000000004
Lemon Drop Cookie,,20.0,61,5,33,1,270,70,440,13.0,0.5,2.49,0.9242424242424243,1.0606060606060606,0.4545454545454546,1.1806375442739079,0.5113636363636364,2.9545454545454546
Oatmeal Raisin Cookie with Berries,,13.0,54,4,32,2,170,50,340,7.0,0.0,1.99,1.0588235294117647,0.9803921568627452,0.47058823529411764,0.9931245225362874,0.4166666666666667,2.0588235294117645
Orange Mini Scone,,7.0,27,3,12,1,270,25,180,4.5,0.0,2.59,1.0,0.925925925925926,0.6666666666666666,1.0101010101010102,1.25,2.5
Orange Scone,,20.0,80,9,37,2,810,75,540,13.0,0.5,2.59,0.9876543209876543,0.925925925925926,0.6666666666666666,0.962000962000962,1.25,2.4074074074074074
Pastry Ring,73.0,13.0,31,3,18,1,170,40,250,8.0,0.0,8.79,0.8266666666666667,1.0666666666666667,0.48,1.3506493506493507,0.5666666666666668,3.2
Pecan Braid,106.0,26.0,52,8,23,2,280,50,470,13.0,0.0,2.69,0.7375886524822695,0.7092198581560284,0.6808510638297872,1.4368610113290963,0.49645390070921985,2.7659574468085104
Pecan Roll,159.0,46.0,69,11,32,5,400,70,720,14.0,0.0,2.69,0.638888888888889,0.6481481481481481,0.611111111111111,1.6594516594516593,0.462962962962963,1.9444444444444444
Pumpkin Cookie,,22.0,64,4,37,1,230,55,460,14.0,0.5,1.59,0.927536231884058,0.7971014492753624,0.34782608695652173,1.2422360248447206,0.4166666666666667,3.0434782608695654
Pumpkin Muffie,84.0,11.0,45,3,26,1,240,15,290,2.0,0.0,1.59,1.0344827586206897,0.3448275862068966,0.41379310344827586,0.9852216748768473,0.6896551724137931,0.6896551724137931
Pumpkin Muffin,170.0,22.0,90,7,52,2,480,30,580,4.0,0.0,2.19,1.0344827586206897,0.3448275862068966,0.48275862068965514,0.9852216748768473,0.6896551724137931,0.6896551724137931
Triple Berry Scone,,15.0,58,6,29,1,620,55,390,10.0,0.0,2.59,0.9914529914529915,0.9401709401709402,0.6153846153846154,0.999000999000999,1.3247863247863247,2.564102564102564
Triple Chocolate Cookie with Walnuts,,13.0,53,5,44,6,125,10,320,6.0,0.0,2.69,1.1041666666666667,0.20833333333333334,0.625,1.0551948051948052,0.32552083333333337,1.875
Wild Blueberry Mini Scone,,6.0,21,3,9,1,300,25,150,4.0,0.0,2.59,0.9333333333333335,1.1111111111111112,0.8,1.0389610389610389,1.6666666666666667,2.666666666666667
Wild Blueberry Scone,113.0,19.0,64,8,26,1,900,70,460,12.0,0.5,2.59,0.927536231884058,1.0144927536231885,0.6956521739130435,1.0728402032749857,1.6304347826086958,2.608695652173913
Asiago Cheese Focaccia Loaf,,3.0,24,6,0,1,300,5,150,1.0,0.0,4.49,1.0666666666666667,0.22222222222222224,1.6,0.5194805194805194,1.6666666666666667,0.6666666666666667
Black Pepper Focaccia Loaf,,3.0,26,5,0,1,390,0,150,0.0,0.0,3.09,1.1555555555555557,0.0,1.3333333333333333,0.5194805194805194,2.166666666666667,0.0
Brioche Roll,,7.0,31,7,5,1,300,50,220,4.0,0.0,5.29,0.9393939393939393,1.5151515151515151,1.2727272727272725,0.8264462809917354,1.1363636363636362,1.8181818181818181
Challah Loaf,,5.0,29,6,4,1,270,60,190,1.0,0.0,3.09,1.0175438596491229,2.1052631578947367,1.263157894736842,0.683526999316473,1.1842105263157896,0.5263157894736842
Cinnamon Raisin Swirl Loaf,,6.0,31,5,12,1,190,30,190,3.0,0.0,4.69,1.087719298245614,1.0526315789473684,1.0526315789473684,0.8202323991797676,0.8333333333333334,1.5789473684210527
Classic White Loaf,,2.0,28,5,2,1,280,5,150,1.0,0.0,4.59,1.2444444444444445,0.22222222222222224,1.3333333333333333,0.34632034632034636,1.5555555555555556,0.6666666666666667
Cranberry Walnut Miche Loaf,,2.5,25,6,4,2,250,0,140,0.0,0.0,2.19,1.1904761904761905,0.0,1.7142857142857144,0.46382189239332094,1.4880952380952381,0.0
French Baguette,,0.5,29,5,0,1,360,0,150,0.0,0.0,2.99,1.288888888888889,0.0,1.3333333333333333,0.08658008658008659,2.0,0.0
Sourdough Bread Bowl,,4.5,130,27,1,4,1160,0,670,0.0,0.0,1.99,1.2935323383084578,0.0,1.6119402985074627,0.1744524132583834,1.4427860696517412,0.0
Sourdough Loaf,,0.5,28,5,0,1,290,0,140,0.0,0.0,3.59,1.3333333333333335,0.0,1.4285714285714284,0.09276437847866419,1.7261904761904765,0.0
Sprouted Grain Roll,,1.0,33,6,3,3,360,0,170,0.0,0.0,0.99,1.2941176470588236,0.0,1.4117647058823528,0.15278838808250572,1.7647058823529413,0.0
Whole Grain Farmstyle Loaf,,0.0,18,4,0,2,240,0,90,0.0,0.0,3.69,1.3333333333333335,0.0,1.777777777777778,0.0,2.2222222222222223,0.0
Whole Grain Flatbread,,7.0,29,5,3,3,250,15,200,4.0,0.0,3.69,0.9666666666666667,0.5,1.0,0.9090909090909092,1.0416666666666667,2.0
Frozen Caramel,,23.0,82,7,69,0,190,70,560,14.0,0.5,4.79,0.9761904761904763,0.8333333333333334,0.5,1.0667903525046383,0.2827380952380953,2.5
Frozen Mocha,,19.0,84,7,63,2,115,55,530,11.0,0.0,4.79,1.0566037735849056,0.6918238993710693,0.5283018867924528,0.9311443273707424,0.1808176100628931,2.0754716981132075
Mango Smoothie,460.0,5.0,50,13,44,2,50,15,290,3.5,0.0,4.29,1.149425287356322,0.3448275862068966,1.793103448275862,0.4478280340349306,0.14367816091954025,1.206896551724138
Signature Hot Chocolate,,13.0,85,12,63,3,250,40,510,8.0,0.0,7.19,1.1111111111111112,0.5228758169934641,0.9411764705882353,0.6620830150241915,0.4084967320261438,1.5686274509803921
Strawberry Banana Smoothie,,3.0,52,6,38,4,30,10,250,1.5,0.0,4.29,1.3866666666666667,0.26666666666666666,0.96,0.3116883116883117,0.1,0.6
Strawberry Smoothie,460.0,5.0,47,13,42,3,55,15,280,3.0,0.0,3.79,1.119047619047619,0.35714285714285715,1.8571428571428572,0.46382189239332094,0.1636904761904762,1.0714285714285714
Superfruit Smoothie with Greek yogurt,,5.0,33,12,30,4,45,15,230,3.0,0.0,4.29,0.9565217391304348,0.43478260869565216,2.0869565217391304,0.564652738565782,0.16304347826086957,1.3043478260869565
"Bacon Turkey Bravo Sandwich on Tomato Basil, Half",,12.0,28,23,3,2,770,50,310,4.5,0.0,5.69,0.6021505376344086,1.075268817204301,2.967741935483871,1.0054461667364893,2.0698924731182795,1.4516129032258065
"Bacon Turkey Bravo Sandwich on Tomato Basil, Whole",,24.0,57,46,6,3,1540,100,630,9.0,0.0,7.69,0.6031746031746031,1.0582010582010581,2.920634920634921,0.9894867037724181,2.037037037037037,1.4285714285714286
"Chipotle Chicken Avocado Melt on Black Pepper Focaccia, Half",,21.0,28,21,2,3,870,70,380,7.0,0.0,6.19,0.49122807017543857,1.2280701754385965,2.2105263157894735,1.4354066985645932,1.907894736842105,1.8421052631578945
"Chipotle Chicken Avocado Melt on Black Pepper Focaccia, Whole",,42.0,56,43,4,6,1730,140,770,14.0,0.0,8.79,0.48484848484848486,1.2121212121212122,2.2337662337662336,1.4167650531286895,1.8722943722943723,1.8181818181818181
"Four Cheese Grilled Cheese on Country Rustic, Half",,14.0,30,16,0,1,580,50,310,9.0,0.0,4.69,0.6451612903225806,1.075268817204301,2.064516129032258,1.1730205278592374,1.5591397849462365,2.903225806451613
"Four Cheese Grilled Cheese on Country Rustic, Whole",,28.0,60,31,1,3,1170,95,630,18.0,0.5,6.39,0.6349206349206349,1.0052910052910053,1.9682539682539681,1.1544011544011545,1.5476190476190477,2.857142857142857
"Frontega Chicken Panini on Sea Salt Focaccia, Half",,15.0,42,23,2,2,1020,55,390,4.5,0.0,5.69,0.7179487179487181,0.9401709401709402,2.358974358974359,0.999000999000999,2.1794871794871797,1.153846153846154
"Frontega Chicken Panini on Sea Salt Focaccia, Whole",,29.0,84,46,4,4,2040,110,790,9.0,0.0,7.69,0.7088607594936709,0.9282700421940928,2.329113924050633,0.9534769028439914,2.151898734177215,1.139240506329114
"Heritage Ham & Swiss Sandwich on Country Rustic, Half",,13.0,25,21,3,1,740,50,300,5.0,0.0,4.69,0.5555555555555556,1.1111111111111112,2.8000000000000003,1.1255411255411256,2.055555555555556,1.6666666666666667
"Heritage Ham & Swiss Sandwich on Whole Grain, Whole",,26.0,50,41,6,3,1480,100,600,11.0,0.0,6.39,0.5555555555555556,1.1111111111111112,2.7333333333333334,1.1255411255411256,2.055555555555556,1.8333333333333333
"Mediterranean Veggie Sandwich on Tomato Basil, Half",,6.0,33,9,4,3,620,5,220,1.5,0.0,4.69,1.0,0.15151515151515152,1.6363636363636362,0.7083825265643447,2.3484848484848486,0.6818181818181818
"Mediterranean Veggie Sandwich on Tomato Basil, Whole",,13.0,67,18,8,6,1230,10,440,3.0,0.0,6.39,1.0151515151515154,0.15151515151515152,1.6363636363636362,0.7674144037780402,2.3295454545454546,0.6818181818181818
"Napa Almond Chicken Salad Sandwich on Country Rustic, Half",,16.0,30,14,6,2,340,35,310,2.5,0.0,5.29,0.6451612903225806,0.7526881720430108,1.8064516129032258,1.3405948889819856,0.9139784946236559,0.8064516129032258
"Napa Almond Chicken Salad Sandwich on Country Rustic, Whole",,32.0,60,28,12,5,680,70,630,4.5,0.0,7.19,0.6349206349206349,0.7407407407407407,1.777777777777778,1.3193156050298906,0.8994708994708994,0.7142857142857143
"Roasted Turkey & Avocado BLT on Country Rustic, Half",,17.0,26,21,2,3,590,40,340,3.5,0.0,6.19,0.5098039215686275,0.7843137254901961,2.4705882352941178,1.2987012987012987,1.4460784313725492,1.0294117647058822
"Roasted Turkey & Avocado BLT on Country Rustic, Whole",,35.0,52,41,4,6,1180,80,690,7.0,0.0,8.79,0.5024154589371981,0.7729468599033816,2.3768115942028984,1.3175230566534915,1.42512077294686,1.0144927536231882
"Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Half",,16.0,31,23,7,3,640,50,360,6.0,0.0,6.59,0.5740740740740741,0.925925925925926,2.5555555555555554,1.1544011544011545,1.4814814814814814,1.6666666666666667
"Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Whole",,32.0,62,47,15,6,1280,100,710,12.0,1.0,9.29,0.5821596244131455,0.9389671361502349,2.647887323943662,1.170660325589903,1.5023474178403757,1.6901408450704223
"Steak & Arugula on Sourdough, Half",,9.0,25,16,4,2,430,45,250,4.0,0.0,6.59,0.6666666666666667,1.2,2.56,0.9350649350649349,1.4333333333333333,1.6
"Steak & Arugula on Sourdough, Whole",,19.0,50,32,8,4,870,90,500,8.0,0.0,9.29,0.6666666666666667,1.2,2.56,0.987012987012987,1.45,1.6
"Steak & White Cheddar Panini on Artisan Ciabatta, Half",184.0,20.0,43,24,3,2,700,60,460,8.0,0.5,6.19,0.6231884057971014,0.8695652173913043,2.0869565217391304,1.129305477131564,1.2681159420289856,1.7391304347826086
"Steak & White Cheddar Panini on Artisan Ciabatta, Whole",,41.0,86,48,6,5,1390,125,910,16.0,1.0,8.79,0.63003663003663,0.9157509157509158,2.10989010989011,1.170258313115456,1.2728937728937728,1.7582417582417582
"The Italian on Artisan Ciabatta, Half",,21.0,41,20,1,2,1150,45,440,7.0,0.0,5.99,0.6212121212121212,0.6818181818181819,1.8181818181818183,1.2396694214876034,2.178030303030303,1.5909090909090908
"The Italian on Artisan Ciabatta, Whole",,42.0,82,41,2,4,2310,95,870,13.0,0.0,8.29,0.6283524904214559,0.7279693486590039,1.8850574712643677,1.2539184952978055,2.21264367816092,1.4942528735632183
"Tuna Salad Sandwich on Black Pepper Focaccia, Half",,17.0,29,14,2,2,680,20,330,2.5,0.0,3.09,0.5858585858585859,0.4040404040404041,1.696969696969697,1.3380558835104288,1.7171717171717171,0.7575757575757576
"Tuna Salad Sandwich on Black Pepper Focaccia, Whole",,35.0,58,28,5,4,1350,45,660,5.0,0.0,6.39,0.5858585858585859,0.45454545454545453,1.696969696969697,1.3774104683195592,1.7045454545454546,0.7575757575757576
"Turkey Sandwich on Whole Grain, Half",,8.0,32,18,4,5,590,25,270,1.5,0.0,0.99,0.7901234567901235,0.6172839506172839,2.6666666666666665,0.7696007696007696,1.8209876543209877,0.5555555555555556
"Turkey Sandwich on Whole Grain, Whole",,17.0,65,37,7,9,1180,55,540,3.0,0.0,0.99,0.8024691358024691,0.6790123456790124,2.740740740740741,0.8177008177008176,1.8209876543209877,0.5555555555555556
"BBQ Chicken Flatbread, 1 Flatbread",,18.0,37,24,7,3,860,75,400,10.0,0.0,4.99,0.6166666666666667,1.25,2.4,1.1688311688311688,1.7916666666666667,2.5
"BBQ Chicken Flatbread, 2 Flatbreads",,36.0,75,48,14,7,1720,155,810,20.0,1.0,4.99,0.6172839506172839,1.2757201646090535,2.3703703703703702,1.1544011544011545,1.7695473251028808,2.4691358024691357
"Asian Sesame Salad with Chicken, Half",,11.0,13,16,3,2,270,40,200,1.5,0.0,5.69,0.43333333333333335,1.3333333333333335,3.2,1.4285714285714286,1.1250000000000002,0.75
"Asian Sesame Salad with Chicken, Whole",353.0,21.0,25,32,5,4,540,80,410,3.0,0.0,7.79,0.4065040650406504,1.3008130081300815,3.1219512195121952,1.3303769401330376,1.0975609756097562,0.7317073170731708
"Caesar Salad, Half",,13.0,7,5,1,1,300,20,160,3.0,0.0,4.59,0.2916666666666667,0.8333333333333334,1.25,2.1103896103896105,1.5625,1.875
"Caesar Salad, Whole",249.0,25.0,14,10,2,2,600,40,320,6.0,0.0,6.09,0.2916666666666667,0.8333333333333334,1.25,2.029220779220779,1.5625,1.875
"Caesar Salad with Chicken, Half",,14.0,8,17,1,1,390,60,220,3.5,0.0,4.59,0.24242424242424243,1.8181818181818181,3.090909090909091,1.652892561983471,1.4772727272727273,1.5909090909090908
"Caesar Salad with Chicken, Whole",,27.0,17,35,2,2,770,120,450,7.0,0.0,6.09,0.2518518518518519,1.777777777777778,3.111111111111111,1.5584415584415583,1.4259259259259258,1.5555555555555556
"Fuji Apple Salad with Chicken, Half",,17.0,18,17,10,3,290,45,280,3.5,0.0,5.99,0.42857142857142855,1.0714285714285716,2.4285714285714284,1.5769944341372912,0.8630952380952382,1.25
"Fuji Apple Salad with Chicken, Whole",,35.0,36,33,20,6,590,95,570,7.0,0.0,8.49,0.4210526315789474,1.1111111111111112,2.3157894736842106,1.5948963317384368,0.8625730994152048,1.2280701754385965
"Greek Salad, Half",,18.0,5,4,2,2,590,10,200,4.0,0.0,4.59,0.16666666666666669,0.33333333333333337,0.8,2.3376623376623376,2.4583333333333335,2.0
"Greek Salad, Whole",,36.0,11,6,4,4,1190,25,390,8.0,0.0,6.09,0.18803418803418803,0.42735042735042733,0.6153846153846154,2.3976023976023977,2.5427350427350426,2.051282051282051
"Green Goddess Cobb Salad with Chicken, Half",,17.0,12,21,6,4,360,145,280,4.0,0.0,5.69,0.28571428571428575,3.452380952380953,3.0,1.5769944341372912,1.0714285714285716,1.4285714285714286
"Green Goddess Cobb Salad with Chicken, Whole",,33.0,24,42,12,7,720,290,550,8.0,0.0,7.79,0.29090909090909095,3.515151515151515,3.0545454545454547,1.5584415584415583,1.090909090909091,1.4545454545454546
"Modern Greek Salad with Quinoa, Half",,20.0,14,6,2,3,440,5,260,3.5,0.0,4.59,0.35897435897435903,0.12820512820512822,0.9230769230769231,1.998001998001998,1.4102564102564104,1.3461538461538463
"Modern Greek Salad with Quinoa, Whole",,43.0,27,12,4,7,870,15,530,7.0,0.0,6.09,0.339622641509434,0.18867924528301888,0.9056603773584905,2.1073266356285223,1.3679245283018868,1.3207547169811322
"Seasonal Greens Salad, Whole",,11.0,20,4,13,4,150,0,180,1.5,0.0,6.09,0.7407407407407407,0.0,0.888888888888889,1.5873015873015872,0.6944444444444445,0.8333333333333334
"Southwest Chile Lime Ranch Salad with Chicken, Half",,17.0,28,19,5,5,400,50,330,3.5,0.0,8.69,0.5656565656565657,1.0101010101010102,2.303030303030303,1.3380558835104288,1.0101010101010102,1.0606060606060608
"Southwest Chile Lime Ranch Salad with Chicken, Whole",,34.0,56,38,9,10,800,95,670,7.0,0.0,4.99,0.5572139303482587,0.945273631840796,2.268656716417911,1.3180849001744523,0.9950248756218905,1.0447761194029852
