Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
Popcorn Nuggets - Large,170.2,39.0,39,27,0,2,1820,65,620,5.0,0,$3.99
Nashville Hot Extra Crispy Chicken Breast,210.0,60.0,21,35,1,1,1530,105,770,10.0,0,$2.69
Nashville Hot Extra Crispy Chicken Drumstick,66.0,21.0,6,11,0,1,530,50,250,3.5,0,$2.69
Nashville Hot Extra Crispy Chicken Thigh,134.0,40.0,11,22,1,1,970,100,500,7.0,0,$2.69
Nashville Hot Extra Crispy Chicken Whole Wing,64.0,25.0,6,10,1,1,520,45,290,4.0,0,$2.69
Nashville Hot Kentucky Grilled Chicken® Breast,138.0,12.0,1,38,0,0,790,130,260,3.0,0,$5.00
Nashville Hot Kentucky Grilled Chicken® Drumstick,43.0,6.0,0,11,0,0,260,55,100,1.5,0,$5.00
Nashville Hot Kentucky Grilled Chicken® Thigh,74.0,12.0,0,17,0,0,470,90,180,3.5,0,$5.00
Nashville Hot Kentucky Grilled Chicken® Whole Wing,33.0,6.0,1,9,0,0,210,45,90,1.5,0,$2.69
Nashville Hot Spicy Crispy Chicken Breast,171.0,40.0,14,31,1,2,1390,100,540,7.0,0,$2.69
Nashville Hot Spicy Crispy Chicken Drumstick,53.0,14.0,6,9,0,1,510,40,190,2.5,0,$5.99
Nashville Hot Spicy Crispy Chicken Thigh,94.0,32.0,12,13,1,2,900,65,390,6.0,0,$2.69
Nashville Hot Spicy Crispy Chicken Whole Wing,43.0,15.0,5,8,0,1,450,35,180,2.5,0,$2.69
Georgia Gold Extra Crispy Chicken Breast,201.0,54.0,21,35,3,1,1370,110,710,8.0,0,$2.69
Georgia Gold Extra Crispy Chicken Drumstick,63.0,18.0,6,11,1,1,460,55,230,3.0,0,$2.69
Georgia Gold Extra Crispy Chicken Thigh,128.0,36.0,11,22,2,0,860,105,460,6.0,0,$2.69
Georgia Gold Extra Crispy Chicken Whole Wing,57.0,19.0,6,10,1,1,420,45,240,3.0,0,$2.69
Georgia Gold Kentucky Grilled Chicken® Breast,135.0,10.0,1,38,1,0,760,130,250,2.5,0,$2.69
Georgia Gold Kentucky Grilled Chicken® Drumstick,43.0,6.0,0,11,0,0,250,55,90,1.5,0,$2.69
Georgia Gold Kentucky Grilled Chicken® Thigh,74.0,11.0,0,17,0,0,450,90,170,3.0,0,$2.69
Georgia Gold Kentucky Grilled Chicken® Whole Wing,33.0,6.0,1,9,0,0,210,45,90,1.5,0,$2.69
Georgia Gold Spicy Crispy Chicken Breast,172.0,40.0,15,31,3,1,1340,100,550,7.0,0,$2.69
Georgia Gold Spicy Crispy Chicken Drumstick,52.0,13.0,6,9,1,1,480,40,180,2.0,0,$2.69
Georgia Gold Spicy Crispy Chicken Thigh,91.0,29.0,12,13,1,1,830,65,360,5.0,0,$2.69
Georgia Gold Spicy Crispy Chicken Whole Wing,43.0,14.0,6,8,1,1,420,35,180,2.5,0,$2.69
Smoky Mountain BBQ Extra Crispy Chicken Breast,204.0,51.0,27,35,8,0,1220,105,710,8.0,0,$2.69
Smoky Mountain BBQ Extra Crispy Chicken Drumstick,63.0,16.0,8,11,2,1,410,50,220,2.5,0,$2.69
Smoky Mountain BBQ Extra Crispy Chicken Thigh,129.0,33.0,15,22,5,0,750,100,450,6.0,0,$2.69
Smoky Mountain BBQ Extra Crispy Chicken Whole Wing,58.0,18.0,8,10,3,0,360,45,240,3.0,0,$2.69
Smoky Mountain BBQ Kentucky Grilled Chicken® Breast,138.0,11.0,2,38,2,0,730,130,260,3.0,0,$2.69
Smoky Mountain BBQ Kentucky Grilled Chicken® Drumstick,44.0,5.0,1,11,1,0,230,55,100,1.5,0,$5.99
Smoky Mountain BBQ Kentucky Grilled Chicken® Thigh,74.0,11.0,1,17,1,0,430,90,180,3.0,0,$2.69
Smoky Mountain BBQ Kentucky Grilled Chicken® Whole Wing,33.0,5.0,1,9,1,0,180,45,90,1.5,0,$2.69
Smoky Mountain BBQ Spicy Crispy Chicken Breast,173.0,36.0,21,31,8,1,1170,100,530,6.0,0,$2.69
Smoky Mountain BBQ Spicy Crispy Chicken Drumstick,54.0,13.0,8,9,3,1,450,40,190,2.0,0,$5.99
Smoky Mountain BBQ Spicy Crispy Chicken Thigh,95.0,30.0,16,13,5,1,760,65,380,5.0,0,$2.69
Smoky Mountain BBQ Spicy Crispy Chicken Whole Wing,44.0,14.0,8,8,3,1,380,35,180,2.5,0,$2.69
Hot Honey Extra Crispy Chicken Breast,210.0,49.0,26,35,7,1,1630,105,680,8.0,0,$2.69
Hot Honey Extra Crispy Chicken Drumstick,65.0,16.0,7,11,2,1,540,50,220,2.5,0,$2.69
Hot Honey Extra Crispy Chicken Thigh,134.0,32.0,15,22,5,0,1040,100,440,6.0,0,$2.69
Hot Honey Extra Crispy Chicken Whole Wing,60.0,18.0,8,10,3,1,510,45,230,3.0,0,$2.69
Hot Honey Kentucky Grilled Chicken® Breast,140.0,11.0,3,38,2,0,860,130,260,3.0,0,$5.00
Hot Honey Kentucky Grilled Chicken® Drumstick,44.0,5.0,1,11,1,0,270,55,90,1.5,0,$5.00
Hot Honey Kentucky Grilled Chicken® Thigh,77.0,12.0,2,17,1,0,520,90,180,3.5,0,$5.00
Hot Honey Kentucky Grilled Chicken® Whole Wing,34.0,4.5,1,9,1,0,230,45,80,1.0,0,$2.69
Hot Honey Spicy Crispy Chicken Breast,177.0,33.0,19,31,7,1,1560,100,500,6.0,0,$5.99
Hot Honey Spicy Crispy Chicken Drumstick,57.0,13.0,8,9,3,1,590,40,180,2.0,0,$5.99
Hot Honey Spicy Crispy Chicken Thigh,97.0,27.0,15,13,4,2,1000,65,360,5.0,0,$5.99
Hot Honey Spicy Crispy Chicken Whole Wing,43.0,12.0,7,7,2,1,480,35,160,2.0,0,$2.69
BBQ Baked Beans,151.4,1.5,43,14,18,9,820,0,240,0.0,0,$3.59
Biscuit,50.4,8.0,22,4,1,1,520,0,180,4.5,0,$1.49
KFC® Cornbread Muffin,52.0,9.0,28,3,11,1,240,35,210,1.5,0,$3.59
Macaroni & Cheese,135.0,7.0,20,5,2,1,660,5,160,1.5,0,$3.59
Mashed Potatoes With Gravy,145.4,4.0,18,3,0,1,510,0,120,1.0,0,$3.59
Mashed Potatoes With Gravy (Fill Up Meal),187.0,5.0,23,3,0,2,650,0,150,1.5,0,$1.79
Potato Wedges,107.5,13.0,34,4,0,3,700,0,270,1.5,0,$3.59
Sweet Kernel Corn,95.0,0.5,20,3,2,2,0,0,80,0.0,0,$3.59
BBQ Baked Beans (Family),498.6,5.0,142,45,61,29,2690,0,790,1.0,0,$3.59
Coleslaw (Family),415.0,45.0,53,4,37,14,660,10,630,7.0,0,$3.59
Corn on the Cob (Family),284.0,2.0,67,9,11,8,15,0,280,0.0,0,$5.49
Green Beans (Family),342.0,0.5,17,5,3,10,1040,0,90,0.0,0,$3.59
Macaroni & Cheese (Family),456.9,23.0,66,18,8,5,2230,10,540,6.0,0,$3.59
Macaroni Salad (Family),335.0,28.0,50,3,30,0,990,55,480,3.5,0,$1.79
Mashed Potatoes (Family),458.0,13.0,66,9,0,6,1290,0,420,2.5,0,$3.59
Mashed Potatoes With Gravy (Family),693.0,19.0,82,12,1,6,2470,0,550,5.0,0,$1.79
Potato Salad (Family),405.0,98.0,65,8,12,8,1010,80,1200,16.0,0,$3.59
Potato Wedges (Family),451.9,54.0,143,16,0,14,2930,0,1120,6.0,0,$3.59
Sweet Kernel Corn (Family),312.0,2.5,65,9,8,7,10,0,270,0.0,0,$3.59
Chicken Littles®,101.8,15.0,27,14,3,1,620,30,300,2.5,0,$5.19
Colonel's Crispy Sandwich,178.5,25.0,37,24,3,2,1170,60,460,3.5,0,$5.39
Crispy Twister®,234.6,34.0,53,28,3,4,1260,70,630,7.0,0,$1.39
Georgia Gold Chicken Littles®,105.5,18.0,27,14,4,1,650,30,330,2.5,0,$5.19
Georgia Gold Sandwich,186.8,31.0,38,24,4,2,1250,60,530,4.5,0,$5.99
Honey BBQ Sandwich,165.9,4.0,53,24,21,3,1350,55,340,0.5,0,$5.99
Hot Honey Chicken Littles®,108.6,18.0,28,14,5,1,720,30,330,2.5,0,$5.19
Hot Honey Sandwich,190.8,30.0,40,24,6,2,1360,60,520,4.5,0,$5.99
Nashville Hot Chicken Littles®,107.4,19.0,27,14,3,1,680,30,340,3.0,0,$5.19
Nashville Hot Sandwich,188.2,33.0,38,24,4,2,1290,60,530,4.5,0,$5.99
Smoky Mountain BBQ Chicken Littles®,106.9,18.0,28,14,5,1,630,30,330,2.5,0,$5.19
Smoky Mountain BBQ Sandwich,189.2,31.0,41,24,7,2,1200,60,540,4.5,0,$5.99
Chicken Pot Pie,380.0,41.0,60,26,5,7,1750,80,720,25.0,0,$1.39
KFC® Famous Bowl,530.4,34.0,79,26,3,6,2370,45,720,7.0,0,$6.19
KFC® Famous Bowl - Snack Size,182.4,13.0,27,11,1,2,820,20,270,3.5,0,$6.19
Caesar Side Salad,91.2,2.0,2,3,1,1,90,5,40,1.0,0,$1.79
Café Valley Chocolate Chip Cake (1 Slice),76.0,15.0,39,4,27,1,260,50,300,3.0,0,$3.99
Café Valley Mini Chocolate Chip Cake,85.0,12.0,49,3,35,1,190,40,300,2.5,0,$3.99
Café Valley Mini Lemon Cake,85.0,13.0,43,3,31,0,230,50,300,2.5,0,$3.99
Oreo Cookies and Crème Pie,74.0,13.0,35,3,24,1,210,5,270,8.0,0,$1.29
Reese's Peanut Butter Pie,71.0,17.0,33,5,22,1,270,5,300,9.0,0,$3.59
Country Fried Steak without Peppered White Gravy,105.9,24.0,22,13,0,2,750,35,360,7.0,1,$2.29
Country Fried Steak with Peppered White Gravy,150.4,26.0,26,13,0,2,910,35,390,7.0,1,$2.29
KFC® Gizzards,85.0,16.0,18,20,0,1,770,210,300,2.0,0,$6.19
KFC® Livers,85.0,13.0,12,17,0,0,750,285,230,2.5,0,$5.19
