Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
Nashville Hot Extra Crispy™ Chicken Thigh,134g,40g,11g,22g,1g,1g,970mg,100mg,500,7g,0g
Nashville Hot Extra Crispy™ Chicken Whole Wing,64g,25g,6g,10g,1g,1g,520mg,45mg,290,4g,0g
Nashville Hot Kentucky Grilled Chicken® Breast,138g,12g,1g,38g,0g,0g,790mg,130mg,260,3g,0g
Nashville Hot Kentucky Grilled Chicken® Drumstick,43g,6g,0g,11g,0g,0g,260mg,55mg,100,1.5g,0g
Nashville Hot Kentucky Grilled Chicken® Thigh,74g,12g,0g,17g,0g,0g,470mg,90mg,180,3.5g,0g
Nashville Hot Kentucky Grilled Chicken® Whole Wing,33g,6g,1g,9g,0g,0g,210mg,45mg,90,1.5g,0g
Nashville Hot Spicy Crispy Chicken Breast,171g,40g,14g,31g,1g,2g,1390mg,100mg,540,7g,0g
Nashville Hot Spicy Crispy Chicken Drumstick,53g,14g,6g,9g,0g,1g,510mg,40mg,190,2.5g,0g
Nashville Hot Spicy Crispy Chicken Thigh,94g,32g,12g,13g,1g,2g,900mg,65mg,390,6g,0g
Nashville Hot Spicy Crispy Chicken Whole Wing,43g,15g,5g,8g,0g,1g,450mg,35mg,180,2.5g,0g
Georgia Gold Extra Crispy™ Chicken Breast,201g,54g,21g,35g,3g,1g,1370mg,110mg,710,8g,0g
Georgia Gold Extra Crispy™ Chicken Drumstick,63g,18g,6g,11g,1g,1g,460mg,55mg,230,3g,0g
Georgia Gold Extra Crispy™ Chicken Thigh,128g,36g,11g,22g,2g,0g,860mg,105mg,460,6g,0g
Georgia Gold Extra Crispy™ Chicken Whole Wing,57g,19g,6g,10g,1g,1g,420mg,45mg,240,3g,0g
Georgia Gold Kentucky Grilled Chicken® Breast,135g,10g,1g,38g,1g,0g,760mg,130mg,250,2.5g,0g
Georgia Gold Kentucky Grilled Chicken® Drumstick,43g,6g,0g,11g,0g,0g,250mg,55mg,90,1.5g,0g
Georgia Gold Kentucky Grilled Chicken® Thigh,74g,11g,0g,17g,0g,0g,450mg,90mg,170,3g,0g
Georgia Gold Kentucky Grilled Chicken® Whole Wing,33g,6g,1g,9g,0g,0g,210mg,45mg,90,1.5g,0g
Georgia Gold Spicy Crispy Chicken Breast,172g,40g,15g,31g,3g,1g,1340mg,100mg,550,7g,0g
Georgia Gold Spicy Crispy Chicken Drumstick,52g,13g,6g,9g,1g,1g,480mg,40mg,180,2g,0g
Georgia Gold Spicy Crispy Chicken Thigh,91g,29g,12g,13g,1g,1g,830mg,65mg,360,5g,0g
Georgia Gold Spicy Crispy Chicken Whole Wing,43g,14g,6g,8g,1g,1g,420mg,35mg,180,2.5g,0g
Smoky Mountain BBQ Extra Crispy™ Chicken Breast,204g,51g,27g,35g,8g,0g,1220mg,105mg,710,8g,0g
Smoky Mountain BBQ Extra Crispy™ Chicken Drumstick,63g,16g,8g,11g,2g,1g,410mg,50mg,220,2.5g,0g
Smoky Mountain BBQ Extra Crispy™ Chicken Thigh,129g,33g,15g,22g,5g,0g,750mg,100mg,450,6g,0g
Smoky Mountain BBQ Extra Crispy™ Chicken Whole Wing,58g,18g,8g,10g,3g,0g,360mg,45mg,240,3g,0g
Smoky Mountain BBQ Kentucky Grilled Chicken® Breast,138g,11g,2g,38g,2g,0g,730mg,130mg,260,3g,0g
Smoky Mountain BBQ Kentucky Grilled Chicken® Drumstick,44g,5g,1g,11g,1g,0g,230mg,55mg,100,1.5g,0g
Smoky Mountain BBQ Kentucky Grilled Chicken® Thigh,74g,11g,1g,17g,1g,0g,430mg,90mg,180,3g,0g
Smoky Mountain BBQ Kentucky Grilled Chicken® Whole Wing,33g,5g,1g,9g,1g,0g,180mg,45mg,90,1.5g,0g
Smoky Mountain BBQ Spicy Crispy Chicken Breast,173g,36g,21g,31g,8g,1g,1170mg,100mg,530,6g,0g
Smoky Mountain BBQ Spicy Crispy Chicken Drumstick,54g,13g,8g,9g,3g,1g,450mg,40mg,190,2g,0g
Smoky Mountain BBQ Spicy Crispy Chicken Thigh,95g,30g,16g,13g,5g,1g,760mg,65mg,380,5g,0g
Smoky Mountain BBQ Spicy Crispy Chicken Whole Wing,44g,14g,8g,8g,3g,1g,380mg,35mg,180,2.5g,0g
Hot Honey Extra Crispy™ Chicken Breast,210g,49g,26g,35g,7g,1g,1630mg,105mg,680,8g,0g
Hot Honey Extra Crispy™ Chicken Drumstick,65g,16g,7g,11g,2g,1g,540mg,50mg,220,2.5g,0g
Hot Honey Extra Crispy™ Chicken Thigh,134g,32g,15g,22g,5g,0g,1040mg,100mg,440,6g,0g
Hot Honey Extra Crispy™ Chicken Whole Wing,60g,18g,8g,10g,3g,1g,510mg,45mg,230,3g,0g
Hot Honey Kentucky Grilled Chicken® Breast,140g,11g,3g,38g,2g,0g,860mg,130mg,260,3g,0g
Hot Honey Kentucky Grilled Chicken® Drumstick,44g,5g,1g,11g,1g,0g,270mg,55mg,90,1.5g,0g
Hot Honey Kentucky Grilled Chicken® Thigh,77g,12g,2g,17g,1g,0g,520mg,90mg,180,3.5g,0g
Hot Honey Kentucky Grilled Chicken® Whole Wing,34g,4.5g,1g,9g,1g,0g,230mg,45mg,80,1g,0g
Hot Honey Spicy Crispy Chicken Breast,177g,33g,19g,31g,7g,1g,1560mg,100mg,500,6g,0g
Hot Honey Spicy Crispy Chicken Drumstick,57g,13g,8g,9g,3g,1g,590mg,40mg,180,2g,0g
Hot Honey Spicy Crispy Chicken Thigh,97g,27g,15g,13g,4g,2g,1000mg,65mg,360,5g,0g
Hot Honey Spicy Crispy Chicken Whole Wing,43g,12g,7g,7g,2g,1g,480mg,35mg,160,2g,0g
BBQ Baked Beans,151.4g,1.5g,43g,14g,18g,9g,820mg,0mg,240,0g,0g
Biscuit,50.4g,8g,22g,4g,1g,1g,520mg,0mg,180,4.5g,0g
KFC® Cornbread Muffin,52g,9g,28g,3g,11g,1g,240mg,35mg,210,1.5g,0g
Macaroni & Cheese,135g,7g,20g,5g,2g,1g,660mg,5mg,160,1.5g,0g
Mashed Potatoes With Gravy,145.4g,4g,18g,3g,0g,1g,510mg,0mg,120,1g,0g
Mashed Potatoes With Gravy (Fill Up Meal),187g,5g,23g,3g,0g,2g,650mg,0mg,150,1.5g,0g
Potato Wedges,107.5g,13g,34g,4g,0g,3g,700mg,0mg,270,1.5g,0g
Sweet Kernel Corn,95g,0.5g,20g,3g,2g,2g,0mg,0mg,80,0g,0g
BBQ Baked Beans (Family),498.6g,5g,142g,45g,61g,29g,2690mg,0mg,790,1g,0g
Coleslaw (Family),415g,45g,53g,4g,37g,14g,660mg,10mg,630,7g,0g
Corn on the Cob (Family),284g,2g,67g,9g,11g,8g,15mg,0mg,280,0g,0g
Green Beans (Family),342g,0.5g,17g,5g,3g,10g,1040mg,0mg,90,0g,0g
Macaroni & Cheese (Family),456.9g,23g,66g,18g,8g,5g,2230mg,10mg,540,6g,0g
Macaroni Salad (Family),335g,28g,50g,3g,30g,0g,990mg,55mg,480,3.5g,0g
Mashed Potatoes (Family),458g,13g,66g,9g,0g,6g,1290mg,0mg,420,2.5g,0g
Mashed Potatoes With Gravy (Family),693g,19g,82g,12g,1g,6g,2470mg,0mg,550,5g,0g
Potato Salad (Family),405g,98g,65g,8g,12g,8g,1010mg,80mg,1200,16g,0g
Potato Wedges (Family),451.9g,54g,143g,16g,0g,14g,2930mg,0mg,1120,6g,0g
Sweet Kernel Corn (Family),312g,2.5g,65g,9g,8g,7g,10mg,0mg,270,0g,0g
Chicken Littles®,101.8g,15g,27g,14g,3g,1g,620mg,30mg,300,2.5g,0g
Colonel's Crispy Sandwich,178.5g,25g,37g,24g,3g,2g,1170mg,60mg,460,3.5g,0g
Crispy Twister®,234.6g,34g,53g,28g,3g,4g,1260mg,70mg,630,7g,0g
Georgia Gold Chicken Littles®,105.5g,18g,27g,14g,4g,1g,650mg,30mg,330,2.5g,0g
Georgia Gold Sandwich,186.8g,31g,38g,24g,4g,2g,1250mg,60mg,530,4.5g,0g
Honey BBQ Sandwich,165.9g,4g,53g,24g,21g,3g,1350mg,55mg,340,0.5g,0g
Hot Honey Chicken Littles®,108.6g,18g,28g,14g,5g,1g,720mg,30mg,330,2.5g,0g
Hot Honey Sandwich,190.8g,30g,40g,24g,6g,2g,1360mg,60mg,520,4.5g,0g
Nashville Hot Chicken Littles®,107.4g,19g,27g,14g,3g,1g,680mg,30mg,340,3g,0g
Nashville Hot Sandwich,188.2g,33g,38g,24g,4g,2g,1290mg,60mg,530,4.5g,0g
Smoky Mountain BBQ Chicken Littles®,106.9g,18g,28g,14g,5g,1g,630mg,30mg,330,2.5g,0g
Smoky Mountain BBQ Sandwich,189.2g,31g,41g,24g,7g,2g,1200mg,60mg,540,4.5g,0g
Chicken Pot Pie,380g,41g,60g,26g,5g,7g,1750mg,80mg,720,25g,0g
KFC® Famous Bowl,530.4g,34g,79g,26g,3g,6g,2370mg,45mg,720,7g,0g
KFC® Famous Bowl - Snack Size,182.4g,13g,27g,11g,1g,2g,820mg,20mg,270,3.5g,0g
Caesar Side Salad,91.2g,2g,2g,3g,1g,1g,90mg,5mg,40,1g,0g
Café Valley Chocolate Chip Cake (1 Slice),76g,15g,39g,4g,27g,1g,260mg,50mg,300,3g,0g
Café Valley Mini Chocolate Chip Cake,85g,12g,49g,3g,35g,1g,190mg,40mg,300,2.5g,0g
Café Valley Mini Lemon Cake,85g,13g,43g,3g,31g,0g,230mg,50mg,300,2.5g,0g
Oreo Cookies and Crème Pie,74g,13g,35g,3g,24g,1g,210mg,5mg,270,8g,0g
Reese's Peanut Butter Pie,71g,17g,33g,5g,22g,1g,270mg,5mg,300,9g,0g
Country Fried Steak without Peppered White Gravy,105.9g,24g,22g,13g,0g,2g,750mg,35mg,360,7g,1g
Country Fried Steak with Peppered White Gravy,150.4g,26g,26g,13g,0g,2g,910mg,35mg,390,7g,1g
KFC® Gizzards,85g,16g,18g,20g,0g,1g,770mg,210mg,300,2g,0g
KFC® Livers,85g,13g,12g,17g,0g,0g,750mg,285mg,230,2.5g,0g
